iter	MultiClass
229	0.1348689893
230	0.1340190686
231	0.1331358777
232	0.1329807868
233	0.1323139405
234	0.1316180956
235	0.1311527337
236	0.1305525283
237	0.1297941763
238	0.1293245337
239	0.1288134209
240	0.1282650636
241	0.1277226551
242	0.1274399094
243	0.1264994935
244	0.1258557028
245	0.1254923021
246	0.1249687266
247	0.124803854
248	0.1243152415
249	0.1236826018
250	0.1230228223
251	0.1226272127
252	0.1222224485
253	0.1217128648
254	0.1210553377
255	0.1206390228
256	0.1202278829
257	0.1196900876
258	0.1193953993
259	0.1189875347
260	0.1186269272
261	0.1178791718
262	0.1173185764
263	0.1171042115
264	0.1165117859
265	0.1159688137
266	0.1155432226
267	0.1153548932
268	0.115040823
269	0.1146689122
270	0.1142318382
271	0.1138506716
272	0.1134694941
273	0.1131040519
274	0.1126585886
275	0.1121754416
276	0.1115354536
277	0.1112679449
278	0.1109347034
279	0.1105856626
280	0.1099385322
281	0.1095087189
282	0.1090879319
283	0.1086552338
284	0.108391256
285	0.1081460727
286	0.1074968104
287	0.1072198957
288	0.106963123
289	0.106562474
290	0.1062052367
291	0.1055790472
292	0.1053233003
293	0.1046849458
294	0.1041970755
295	0.1037969605
296	0.1034482795
297	0.1031529343
298	0.1027558723
299	0.1022905436
300	0.1016449933
301	0.1011084586
302	0.1008997366
303	0.1006174996
304	0.1000162497
305	0.09973239811
306	0.09939505699
307	0.09915171953
308	0.09872214107
309	0.09837493578
310	0.09798235853
311	0.09779034538
312	0.09726528561
313	0.09680625005
314	0.09648135512
315	0.09617779231
316	0.09588374704
317	0.09544643522
318	0.09523463025
319	0.09481246883
320	0.09475179951
321	0.09435618994
322	0.09385818846
323	0.09352567877
324	0.09292097712
325	0.09248911477
326	0.09219269935
327	0.0918360662
328	0.09160029036
329	0.09115628083
330	0.09069773213
331	0.09016763992
332	0.08983244631
333	0.08922364148
334	0.08875461973
335	0.08853365353
336	0.08819778157
337	0.08795648699
338	0.08729459847
339	0.08696144283
340	0.08675267742
341	0.08657521019
342	0.08628083223
343	0.08608052491
344	0.08579599054
345	0.08560414639
346	0.08526574574
347	0.08491071993
348	0.08448879528
349	0.08410963571
350	0.08386067435
351	0.08351483461
352	0.08322937955
353	0.08302110485
354	0.08275496966
355	0.08261977968
356	0.08244139725
357	0.08225395345
358	0.0819561347
359	0.08171217303
360	0.08150004684
361	0.08111054023
362	0.0808841422
363	0.08048686345
364	0.08029301181
365	0.07993899348
366	0.07974615963
367	0.07959710491
368	0.07931524872
369	0.07904109889
370	0.07875435016
371	0.07845701462
372	0.07816530619
373	0.07790491873
374	0.07762399331
375	0.07749487798
376	0.07717335825
377	0.07699870729
378	0.07675286335
379	0.07652088924
380	0.0764260307
381	0.07615192638
382	0.07583587181
383	0.07570961936
384	0.07545182479
385	0.07517943223
386	0.07489990112
387	0.07479340018
388	0.07451718557
389	0.07434588106
390	0.07417494827
391	0.07389746285
392	0.07363815256
393	0.0734296297
394	0.0732971433
395	0.07312087846
396	0.07291316734
397	0.07280133303
398	0.07266941758
399	0.07239418726
400	0.07224044673
401	0.07197503589
402	0.07161584644
403	0.07128457327
404	0.07097584806
405	0.0707531833
406	0.07053855028
407	0.07020807061
408	0.06992393436
409	0.06962379209
410	0.06942453488
411	0.06918463941
412	0.06899493663
413	0.06877145875
414	0.06857490564
415	0.06845984851
416	0.06826092114
417	0.06804859389
418	0.06781370662
419	0.06771229311
420	0.06753318818
421	0.06737048168
422	0.06718711143
423	0.06697970788
424	0.06676433812
425	0.06655763891
426	0.06639881872
427	0.0661951699
428	0.06587762366
429	0.06574397249
430	0.06560506645
431	0.06547071718
432	0.06520211176
433	0.06489641736
434	0.06467441285
435	0.06446934637
436	0.06426337263
437	0.06416919548
438	0.06387237388
439	0.06366727851
440	0.06361666856
441	0.06340912964
442	0.06329951699
443	0.06310157
444	0.0630426201
445	0.06286841111
446	0.06263763452
447	0.06248254614
448	0.06230172596
449	0.06212087772
450	0.06190050049
451	0.06163601782
452	0.06142189396
453	0.06119937042
454	0.06102470177
455	0.06093807303
456	0.06076815316
457	0.06062343458
458	0.06042036553
459	0.06022302267
460	0.06002553086
461	0.0598720612
462	0.05965496887
463	0.05955756946
464	0.05936356076
465	0.05923373905
466	0.05907882766
467	0.05892203398
468	0.05873370579
469	0.05866608233
470	0.05843375253
471	0.05832074752
472	0.05821393821
473	0.05803347934
474	0.05790088188
475	0.05779782896
476	0.05754246392
477	0.05733582847
478	0.05713461541
479	0.05696824167
480	0.05686238783
481	0.0566341882
482	0.05651002876
483	0.05634918377
484	0.05616472271
485	0.05603650782
486	0.05589206487
487	0.05576299779
488	0.05562017336
489	0.05552955384
490	0.05537308244
491	0.05532308802
492	0.05523993414
493	0.05517123777
494	0.05504799699
495	0.05490359444
496	0.05479869131
497	0.05474464877
498	0.05460008624
499	0.05449149727
500	0.05430915299
501	0.0541795141
502	0.05411570626
503	0.05400847448
504	0.05391052815
505	0.05380483381
506	0.05371770862
507	0.05353699443
508	0.05340682814
509	0.05331647581
510	0.05317904434
511	0.05304271503
512	0.05287837284
513	0.05274948575
514	0.05267914507
515	0.05258792224
516	0.05247023228
517	0.05231225173
518	0.05222191486
519	0.05210470454
520	0.05203755638
521	0.05187377937
522	0.05172520582
523	0.05163198751
524	0.05150189216
525	0.05133468604
526	0.05112775354
527	0.0510362753
528	0.05099131387
529	0.05079520359
530	0.05069013698
531	0.05056275393
532	0.05049328198
533	0.05035480635
534	0.05021491319
535	0.05013854793
536	0.05005311422
537	0.04992610348
538	0.04988870119
539	0.04975838958
540	0.04959672385
541	0.04952413149
542	0.04940840076
543	0.04926908486
544	0.04900373675
545	0.04887998451
546	0.04864840318
547	0.04846200021
548	0.04833642722
549	0.04827971719
550	0.04817569601
551	0.04802010867
552	0.04788922349
553	0.04778426459
554	0.04772857149
555	0.04767006072
556	0.04760162583
557	0.04751590203
558	0.04738094593
559	0.04725946461
560	0.0471367895
561	0.04706312817
562	0.04692011395
563	0.04680419
564	0.04670357446
565	0.0466056266
566	0.04651012074
567	0.04643916132
568	0.04628787361
569	0.04616960937
570	0.04607542388
571	0.04597656407
572	0.04578707736
573	0.04573012397
574	0.04560819862
575	0.0455068284
576	0.04544090858
577	0.04535913187
578	0.04531819318
579	0.04525724151
580	0.04520070878
581	0.04507050914
582	0.04504144799
583	0.04491161311
584	0.04476962195
585	0.04473410899
586	0.04459236557
587	0.04444891204
588	0.0444180045
589	0.04426875506
590	0.04418686808
591	0.04412104204
592	0.04396504493
593	0.04386872609
594	0.04375522152
595	0.04366911756
596	0.04352446852
597	0.04339437706
598	0.04329478765
599	0.0431820009
600	0.04309175065
601	0.04302478278
602	0.04292403012
603	0.0428205831
604	0.04269476737
605	0.04266326969
606	0.04258159212
607	0.04252313858
608	0.0424966533
609	0.04238973711
610	0.04231564133
611	0.0422760877
612	0.04222580494
613	0.04209289799
614	0.04201257635
615	0.04191512643
616	0.04182479386
617	0.04175530378
618	0.04165537864
619	0.04161780727
620	0.04157324395
621	0.04149051512
622	0.04142871352
623	0.04138030665
624	0.04130497188
625	0.04124396137
626	0.04116925416
627	0.04111194961
628	0.04109341528
629	0.04101144566
630	0.04092291321
631	0.04085891481
632	0.0407755958
633	0.04069904807
634	0.04055610156
635	0.0404510825
636	0.04040780394
637	0.04035753808
638	0.04026308891
639	0.04017292903
640	0.04008052085
641	0.03999202017
642	0.03993714097
643	0.03984403589
644	0.03980272567
645	0.03973771614
646	0.03966917291
647	0.03961353197
648	0.03954463989
649	0.0394753844
650	0.03940092967
651	0.03928028392
652	0.03921716223
653	0.03918988149
654	0.0390849831
655	0.03902150223
656	0.03894024967
657	0.03883551124
658	0.03876162287
659	0.03869258806
660	0.03864136113
661	0.03857927473
662	0.03848431799
663	0.0384222586
664	0.03832992292
665	0.03829372142
666	0.03824393098
667	0.03817253854
668	0.03810156191
669	0.03800642455
670	0.03791505517
671	0.03782029485
672	0.03777586154
673	0.03774673902
674	0.03768789625
675	0.03763403687
676	0.0375548113
677	0.03752401327
678	0.03746539143
679	0.03737445898
680	0.03726717376
681	0.03716934272
682	0.03712874041
683	0.03707036941
684	0.03699128876
685	0.03691554652
686	0.03685885478
687	0.03677478784
688	0.03671974857
689	0.03665327092
690	0.03655923326
691	0.03650273343
692	0.03641689412
693	0.03633171779
694	0.03627040424
695	0.03618334253
696	0.03607685403
697	0.03606118729
698	0.03601226588
699	0.03593599785
700	0.03587659585
701	0.03585839934
702	0.03581263721
703	0.035752465
704	0.03568959635
705	0.03561406608
706	0.03556072327
707	0.03548293947
708	0.03540001938
709	0.03534727674
710	0.03528702147
711	0.03523687953
712	0.03517844344
713	0.03508068803
714	0.03503223392
715	0.0349674874
716	0.03488360106
717	0.03482562935
718	0.03474498818
719	0.03465789513
720	0.03455670413
721	0.03450655006
722	0.03447196664
723	0.03440028668
724	0.03428926684
725	0.03425900537
726	0.03420047833
727	0.03412795594
728	0.03409348336
729	0.03401575897
730	0.0339522438
731	0.03389945933
732	0.03385327826
733	0.03380699056
734	0.03375564539
735	0.03370160763
736	0.03366420883
737	0.03361453783
738	0.03354391808
739	0.03349002325
740	0.03342363204
741	0.03338098688
742	0.0333237283
743	0.03327332413
744	0.03320517911
745	0.03313436197
746	0.03307888278
747	0.03302521867
748	0.03300799017
749	0.03294261164
750	0.03286508378
751	0.0327980117
752	0.03270354012
753	0.03264186709
754	0.03259116147
755	0.03253158897
756	0.03247870383
757	0.03237128045
758	0.03229474263
759	0.03225334026
760	0.03220858033
761	0.03216523927
762	0.03212432079
763	0.03207514498
764	0.03198547124
765	0.03192732659
766	0.0318847185
767	0.03185371683
768	0.03176271826
769	0.03171932872
770	0.03167634811
771	0.03159644183
772	0.03157777956
773	0.03150991609
774	0.03144534701
775	0.03140668565
776	0.03133928122
777	0.03128602133
778	0.03125175189
779	0.03120410834
780	0.0311538981
781	0.03111932025
782	0.03106040309
783	0.0309915685
784	0.03092695789
785	0.03088524205
786	0.03082121034
787	0.03071475358
788	0.03064236069
789	0.0305949751
790	0.03056230206
791	0.03054119663
792	0.03047623304
793	0.03043979351
794	0.03040540229
795	0.03036686496
796	0.03032062276
797	0.03027595831
798	0.03024113744
799	0.03017816387
800	0.03014728575
801	0.03008097105
802	0.03001034083
803	0.02997171727
804	0.02990728441
805	0.02989423487
806	0.02983176129
807	0.02979363097
808	0.02976771884
809	0.02972305574
810	0.02967872644
811	0.02965508338
812	0.02963671862
813	0.02958935492
814	0.02951810203
815	0.02946071423
816	0.02938486579
817	0.02935683462
818	0.0292809896
819	0.02924561258
820	0.02919948774
821	0.02914290882
822	0.02909705627
823	0.029035187
824	0.02898569909
825	0.02893575011
826	0.02888758759
827	0.02879662388
828	0.02871858468
829	0.02865643307
830	0.02860460347
831	0.02856045983
832	0.02853459125
833	0.02847873004
834	0.02842774555
835	0.02838045227
836	0.02830881691
837	0.0282843031
838	0.0282668764
839	0.02824318003
840	0.02819992942
841	0.02814463231
842	0.02809451214
843	0.02804856795
844	0.02799430519
845	0.02793346685
846	0.02789158002
847	0.02784623588
848	0.02779582062
849	0.02774453543
850	0.02771458197
851	0.02768507839
852	0.02763833208
853	0.02762570894
854	0.0275946707
855	0.02755071241
856	0.02750842545
857	0.02745698339
858	0.02741195255
859	0.02734415346
860	0.02731482858
861	0.02729093147
862	0.0272453561
863	0.02718481941
864	0.02713933765
865	0.02710694723
866	0.02705841686
867	0.0270006412
868	0.02696249822
869	0.02694861444
870	0.02691184343
871	0.02687795894
872	0.02683127457
873	0.02679609581
874	0.02675667279
875	0.02670700347
876	0.02665794903
877	0.02663085639
878	0.02658247125
879	0.02652705275
880	0.02649120638
881	0.02645135234
882	0.02643365487
883	0.02639482063
884	0.02633886449
885	0.0263195129
886	0.02626710571
887	0.02620102216
888	0.0261811193
889	0.02610284287
890	0.02605039437
891	0.02603308565
892	0.02595975285
893	0.02594028012
894	0.02590424352
895	0.02586096392
896	0.02577610628
897	0.02573380566
898	0.02569566404
899	0.0256664067
900	0.02563216189
901	0.02559106693
902	0.02554977288
903	0.02551614282
904	0.02549783419
905	0.02546304574
906	0.02542971215
907	0.02538432318
908	0.02534218652
909	0.02530630016
910	0.02527511466
911	0.02524393933
912	0.02520422548
913	0.02514127004
914	0.02510548371
915	0.02508165077
916	0.0250582954
917	0.02504379404
918	0.02498731924
919	0.02494772623
920	0.02487525046
921	0.0248499552
922	0.02480459673
923	0.02476473319
924	0.02474638854
925	0.0247177519
926	0.02469321473
927	0.02465682823
928	0.02463240909
929	0.02459839677
930	0.02455748873
931	0.02454150609
932	0.02452717956
933	0.02449858754
934	0.02446442032
935	0.02441611586
936	0.0243920266
937	0.0243592322
938	0.02430354407
939	0.02427766276
940	0.02423649068
941	0.02419452685
942	0.02415250847
943	0.02412880548
944	0.0240862193
945	0.02404603661
946	0.02399420867
947	0.02393903975
948	0.02391929155
949	0.02388036843
950	0.0238371296
951	0.02379715546
952	0.0237615315
953	0.02372314741
954	0.02369111608
955	0.02366370306
956	0.02363732297
957	0.02360572008
958	0.0235591529
959	0.0235327093
960	0.02350902824
961	0.02346082729
962	0.02342133567
963	0.02339449126
964	0.02333930178
965	0.02330224407
966	0.02326821226
967	0.02322646421
968	0.02320628676
969	0.02318893441
970	0.02314526587
971	0.0231387702
972	0.02310058129
973	0.0230759599
974	0.0230590712
975	0.02303912
976	0.0230026631
977	0.022956498
978	0.02291432471
979	0.02285748607
980	0.02280632323
981	0.02278699226
982	0.02275914834
983	0.02270577266
984	0.02267628435
985	0.02265192575
986	0.02260992833
987	0.02257395939
988	0.02253590551
989	0.02250590592
990	0.02249671444
991	0.02246150908
992	0.02243166971
993	0.02240582966
994	0.02239443647
995	0.0223640463
996	0.02235407551
997	0.02231640312
998	0.02229165631
999	0.02226481781
