Accel_Y_min,Accel_Y_var,Accel_Z_mean,Accel_Z_max,Accel_Z_var,Gyro_X_mean,Gyro_X_var,Gyro_Y_mean,Gyro_Z_var,Roll_mean,Roll_max,Pitch_max,Yaw_mean,Yaw_min,Gyro_Y_max,Accel_Y_rolling_mean,Gyro_Y_var,Accel_Y_mean,Roll_min,Pitch_min,Roll_var,Yaw_var,Pitch_mean,Accel_X_mean,Yaw_var_log,Label
-9.955348,0.0163022771564281,-1.2236813,-0.668061,0.0543776213923367,0.00513982,0.0081096235274975,-0.07786848,0.0009411102226224,-55.80848804,179.781931,80.175931,130.21259074,123.008139,0.247121,-9.674155493333334,0.0201150382785812,-9.64695902,-179.996879,79.067275,28554.91605901144,22.61269778222429,79.73826176,-1.32043718,3.1617846089587434,Stop
-10.079739,0.054169853735298,-1.0533536,-0.301024,0.1236313808073877,0.03656632,0.0064793826648751,0.26062662,0.0025191692627383,-162.05881028,-154.008042,79.942297,122.50597888,120.305414,0.759514,-9.647728426666667,0.0400600423317914,-9.59636126,-172.504691,78.408837,28.88492390307469,1.5366020480729572,78.97864962,-1.66420928,0.9308254090595854,Stop
-10.04546,0.0359739768421733,-0.52828444,0.3124,0.1351023902026187,0.0074059799999999,0.0086473427595302,-0.20331092,0.0033073601562371,-156.27788698,-146.556243,83.267914,116.02018834,110.061969,0.08821,-9.63790086,0.0590142320818302,-9.6703823,-165.3982,78.643858,35.279750245682706,11.42117013052121,81.22939246,-1.38942268,2.5194022854750333,Stop
-10.305919,0.0580721766597016,-0.7809470000000001,-0.310454,0.045391242066653,-0.01986152,0.0044827772520506,-0.15376418,0.0016844141155853,-13.335177900000003,179.921045,83.647116,128.1217776,120.510967,0.248974,-9.662889913333332,0.0433178431194975,-9.72192618,-179.906454,82.883713,31160.971314121973,16.95669401021571,83.1853883,-0.86575768,2.8879629707751158,Stop
-10.416389,0.0293489111853127,-0.531119137254902,0.130828,0.1132348922158008,0.03179932,0.0023128528348342,0.18974532,0.0015885094155689,-163.14471319607844,-153.504004,83.403377,114.75928980392158,109.177201,0.403231,-9.706232375686275,0.0137426296255689,-9.726388647058824,-175.250072,82.665107,39.849948835144,11.433246607974889,83.12814252941176,-1.1082248823529413,2.5203740627274316,Stop
-10.416389,0.0293489111853127,-0.531119137254902,0.130828,0.1132348922158008,0.03179932,0.0023128528348342,0.18974532,0.0015885094155689,-163.14471319607844,-153.504004,83.403377,114.75928980392158,109.177201,0.403231,-9.724901158039216,0.0137426296255689,-9.726388647058824,-175.250072,82.665107,39.849948835144,11.433246607974889,83.12814252941176,-1.1082248823529413,2.5203740627274316,Stop
-10.047406,0.0324173069939282,-0.5259463,0.126337,0.1190348258826224,-0.00634964,0.0042660658688065,0.06772518,0.0029270691050204,-155.4593986,-151.504704,82.438535,115.41052318,112.849155,0.365943,-9.70897027137255,0.0188222399054567,-9.67413352,-158.873531,80.890622,6.381604707110773,3.066729091561997,81.30163732,-1.45635748,1.402839013337383,Stop
-10.303524,0.031503150121602,-0.47212422,-0.034877,0.0438631552696036,-0.0260821999999999,0.0084501770088571,-0.2760309,0.0012529248789636,-155.7435159,-148.294954,82.706322,107.96327052,99.05424,-0.130492,-9.703799422352942,0.0102261696046224,-9.7108761,-167.270161,81.49706,33.11552947856625,18.765055143113493,82.21714872000001,-1.25798998,2.9839154866821964,Stop
-10.211016,0.0649175073513424,-0.2415407399999999,0.631387,0.2101387759525637,0.0224878431372549,0.0136573391731749,0.0805244117647058,0.0034498069454831,-156.87910132000002,-146.373922,82.662547,99.60113706,87.404303,0.55002,-9.691988413333332,0.059496717184207,-9.69095562,-171.686069,80.774711,77.87755271005037,76.01540829417604,82.00211304,-1.31545848,4.344005509551377,Stop
-10.011481,0.0243728211368833,-0.53097286,0.440384,0.1357829710377147,0.0059108199999999,0.0055128864796608,0.1609962399999999,0.0021047679822448,-153.54054152,-150.256293,80.848783,109.92567446,101.880906,0.810919,-9.685674533333334,0.0579541946732065,-9.65519188,-157.095888,79.546509,2.724716381341461,10.444851440920091,80.17233932,-1.73671852,2.437539973059918,Stop
-9.874366,0.0085191726791351,-0.45309576,-0.164508,0.0166397413940636,0.0093794,0.0006050858157959,0.0205905199999999,0.0005647042170697,-149.91255704,-146.759722,81.601284,107.27923258,105.443576,0.126745,-9.675071586666666,0.0050827010123363,-9.67906726,-151.150698,80.888973,0.9386889332536622,0.8071388633517923,81.29094065999999,-1.4114389399999998,0.5917448561128131,Stop
-9.998907,0.0131301186435984,-0.41378756,-0.113464,0.0262180516944555,0.00290904,0.0009835372026514,0.04744246,0.0009441225846122,-145.89884312,-143.523637,81.84084,105.10165138,104.125138,0.17012,-9.6725089,0.007188141892784,-9.68326756,-147.762215,81.348666,1.1894090336827183,0.4644529743448042,81.6384638,-1.38127362,0.381481776387585,Stop
-9.88215,0.0096891233876517,-0.4000856274509804,-0.05299,0.0261697410477984,-0.00962138,0.0007590156370567,0.01048674,0.0002862283341779,-144.5226420980392,-143.648363,81.320189,105.785292627451,104.741793,0.158438,-9.67692737137255,0.0068533392494208,-9.668447294117646,-145.99923,80.77245,0.4698221813637399,0.4138617030864817,80.96478815686274,-1.552007882352941,0.3463247572360107,Stop
-9.758507,0.0033882318401975,-0.4444378,-0.252675,0.0125481253708571,0.01457286,0.0005117533386534,0.05138392,0.0001457512623628,-142.91165924,-138.324583,80.840731,106.1171525,102.970037,0.13691,-9.672311978039216,0.0021556251232995,-9.66522108,-144.801902,80.694319,2.821040837704678,1.2554306464774263,80.77151124,-1.5615168599999998,0.8133409287690587,Stop
-9.806557,0.0041124784706322,-0.34079632,-0.122745,0.0099445487775689,0.00765578,0.0001711824482159,0.03057112,0.000258263277584,-136.24455596,-134.870759,81.291046,101.84034864,101.110042,0.126212,-9.66549813137255,0.0024186796790057,-9.66282602,-137.977205,80.746612,0.913531510889743,0.2107954242529166,80.9614403,-1.561927,0.19127751904771137,Stop
-9.87272,0.0053819388497142,-0.3405717399999999,-0.110171,0.0133128910372167,-0.0169789411764705,0.0002889994062964,-0.0272180588235294,0.0003722389589137,-138.96596888,-135.316644,81.685784,103.47887966,101.521043,0.081167,-9.6694273,0.0056377743584964,-9.6802348,-140.742853,81.288282,2.986534727165482,0.7416562988798043,81.50972372,-1.4493520599999998,0.5548365563687625,Stop
-9.859996,0.0036680269388506,-0.33224604,-0.066162,0.0239942946737534,0.0130193399999999,0.0006066358875759,0.0211696,0.0003059782025,-136.93400526,-134.783967,81.366185,102.53811898,100.266416,0.135919,-9.673427966666667,0.0041938199995918,-9.67722308,-141.170094,81.05527,3.791164864381568,2.214647110913829,81.1985739,-1.5250586000000002,1.1677175883413002,Stop
-9.933044,0.0084915632537653,-0.2864533,-0.056283,0.0205474001398877,-0.00844698,0.0006142049063465,-0.0533155,0.0004920337891514,-136.40662328,-133.980418,81.617026,99.766817,98.598451,0.105167,-9.681023193333333,0.0049966843782142,-9.6856117,-138.01287,81.238079,1.2917492214962396,0.3830831151778416,81.46148269999999,-1.46662306,0.3243151486192982,Stop
-9.817484,0.0069842143272363,-0.3576572199999999,-0.015119,0.0252603631574404,-0.0225366,0.0007836807820816,0.03500674,0.0005028948599024,-139.48923464,-136.761885,81.608296,102.95062352,99.053534,0.127641,-9.675996666666666,0.0030075285565228,-9.66515522,-143.607495,81.218125,3.0091864651686286,5.399086357711116,81.42126954,-1.48847772,1.8561552235672938,Stop
-9.967023,0.0121762780648037,-0.4601072599999999,-0.138013,0.0153015106804412,0.0145578199999999,0.0013953934770893,0.03655194,0.0005132070233342,-143.26246404,-137.306823,81.516285,107.74134176,103.207151,0.170774,-9.6827237,0.0075941637575269,-9.69740418,-146.141916,81.222718,5.841686697360665,4.150413430129302,81.36296498,-1.427773,1.6390769891485732,Stop
-9.889036,0.0064212755620784,-0.3243696078431373,0.298928,0.0302528357871631,0.00216228,0.0011175640006138,0.0020997,0.000683870630222,-135.6980558627451,-134.312059,81.19988,101.8432729019608,100.338273,0.095244,-9.674239342483661,0.0013099175538061,-9.66015862745098,-137.201586,80.823168,0.8885300118724182,1.005423686964248,80.96588364705882,-1.5780067450980393,0.6958553536287605,Stop
-9.941127,0.013256689713331,-0.37441938,0.450114,0.0492023430658322,-0.01520348,0.0035055902382138,0.0112014,0.0004928127934697,-135.86244848,-130.879623,81.760162,102.63469814,98.131094,0.14452,-9.680104155816993,0.0043283060857551,-9.68274966,-143.614262,81.030056,18.96534320804236,16.215365000199093,81.38906386,-1.46941932,2.845802299017016,Stop
-9.869277,0.0083373465726792,-0.16000528,0.180674,0.0380742618741648,0.01793652,0.0009001146537648,-0.07202622,0.0002835510490465,-133.9945909,-130.839256,82.811138,99.54356,94.78955,0.091522,-9.68218880248366,0.0098571676053179,-9.70365812,-140.297578,81.795624,7.435358948123174,13.698822244805235,82.29832204,-1.3604938000000002,2.6877673711739556,Stop
-9.946366,0.007672201402908,-0.23422392,0.082928,0.0206325553078302,-0.0004268823529411,0.0007109311247858,0.129835725490196,0.0011947259164596,-132.81359278,-129.500899,83.144007,99.23479934,95.584876,0.301488,-9.698518826666666,0.0155469168762031,-9.7091487,-134.689337,82.167447,2.928415661854721,3.097456794979886,82.72209790000001,-1.24161102,1.4103664873410588,Stop
-10.161319,0.0386696267550613,-0.45205398,0.223186,0.1641594221894077,-0.01120166,0.0033580173074126,-0.18012778,0.0014987176267759,-136.98901286,-131.183002,82.282849,103.39751924,94.059026,0.093274,-9.694923273333334,0.0256343307253179,-9.671963,-140.934329,81.811717,10.0766727272444,7.883532220699696,82.0042569,-1.43199714,2.184199250514847,Stop
-11.780652,0.8429977572472991,0.38840626,5.426216,2.926221382060155,0.0868821999999999,0.0813066176875918,0.24465536,0.0634983741056179,-103.10102444,-84.34952,83.50032,68.04324112,52.245652,0.869705,-9.681520146666665,0.1000564364411738,-9.66344874,-137.538834,77.934848,319.2851998816322,178.9405849865881,80.56220551999999,-1.1678773,5.192626712992848,Stop
-14.288836,1.1597174072202103,0.20137024,1.626967,1.210090503437288,-0.15043176,0.0308832389592881,0.72244912,0.2570575573308228,23.285621000000003,150.585148,89.8177,-35.29783856,-137.565738,1.548018,-9.698389059999998,0.283713137363169,-9.75975544,-135.493294,81.219195,4558.036845812203,4927.123314468978,84.94307838,0.74180644,8.502713528128563,Moving Forward
-13.740227,1.271763465039199,-1.439119137254902,0.89454,0.7458517454000007,-0.0701259,0.1038081549659285,1.0292186,0.0621376031791526,-82.3302561372549,-70.956759,86.264749,141.46057017647058,122.745112,1.930591,-9.76934071359477,0.558560179978041,-9.884817960784314,-107.393616,70.264599,77.77058372214941,226.4191500663484,76.21531288235293,-1.6269872745098035,5.426794790903288,Moving Forward
-19.100131,4.946257988417663,-0.21516858,4.682563,9.730413649475514,0.2322531799999999,0.9999862952998652,-0.27047926,0.1848653173956326,44.10601596000001,90.612959,88.681992,32.44383558,-19.027952,1.671199,-9.71819307359477,0.3642474591459105,-9.51000582,-69.363546,75.687241,2528.6512726265883,2726.267578938196,83.1150873,-0.20433118,7.911055500121479,Moving Forward
-12.017909,0.963739724820337,0.133208,4.282894,1.6601066759527754,-0.00892958,0.5777989748693506,-0.09408522,0.0466142400653404,-3.16746636,146.896975,88.103315,44.94310432,-135.083793,0.93678,-9.722133893594771,0.2601479980751546,-9.7715779,-174.278317,77.901642,7968.648260975722,8693.97860564528,84.13162796,0.1989512599999999,9.070500966250023,Moving Forward
-12.696448,0.408605702389516,-1.26355546,2.697241,1.3428356983733958,-0.0841233137254901,0.0335414304698196,0.1210736862745098,0.0349057573172329,-77.89733122,-63.540328,86.147334,124.18065338,-178.138642,1.015523,-9.719084053333333,0.0874523229476196,-9.87566844,-146.525057,81.188296,357.9931814697913,8947.187435489937,82.9915267,-0.6996212800000001,9.09920626958441,Stop
-10.229727,0.0838821912350126,-1.08009094,0.25971,0.2389095926141392,0.05651688,0.0032770421825975,0.03853414,0.0064593794004342,-49.6292403,-40.649636,84.054879,141.1260587,133.60279,0.351472,-9.773509866666666,0.0475048793646126,-9.67328326,-62.846446,81.396463,41.42056967362439,28.35001612108049,82.2891188,-0.93286606,3.3792930955441585,Stop
-14.353502,2.1009733651947897,-0.8418494,2.926714,1.6481474141453876,0.10229096,0.9701088773284882,-0.68209504,0.0637724772276751,-94.16365824,176.508565,84.718157,41.04759412000001,-179.741045,2.165064,-9.954446599999999,0.3875999539309372,-10.3143881,-168.910335,72.10548,3845.765912800884,25528.618438295056,79.36612558,-0.84969906,10.14759456450281,Stop
-12.818294,4.469443440908101,3.4480588,10.889854,13.878323951301306,0.17025388,1.2568189377492915,-0.35894458,0.297128147134204,16.855480399999998,110.172962,84.876541,4.87223556,-60.314892,3.338802,-9.407381226666667,3.668840670135963,-8.23447232,-11.992647,49.659508,440.6800693104216,323.3059128693701,60.9668401,-0.1138262799999999,5.781687245861736,Moving Forward
-13.2723,2.6519830983530244,0.5604022549019607,3.428321,2.169152776692953,-0.21969694,0.1472603490438943,-0.06614088,0.0928678773372738,-55.09401704,-13.271316,82.985494,80.7827419,35.954559,1.974051,-9.352132728235295,0.6145288319745976,-9.507537764705882,-90.615764,71.855304,513.993110472898,415.3216438071101,79.31357726,-2.569577137254902,6.031458143738497,Turn Right
-18.113682,4.4036009869278505,-0.27483148,1.972448,1.0182822311606214,-0.16413442,0.0274392797616363,-0.08480028,0.0989531000070465,-110.51240288235294,-65.107864,84.100694,115.62955249019608,77.240235,0.504703,-9.126431081568628,0.0694358906462873,-9.63728316,-124.861127,78.210117,334.7359015630913,219.0434210560681,81.76443501960784,-1.25645718,5.393824895314447,Moving Forward
-11.851754,0.599661222397489,-0.27925924,1.409918,0.2920778868770841,0.09959742,0.0073188102456771,0.51868278,0.018702094525231,-100.5472765,-89.538494,80.327192,121.2355885,115.262142,1.219312,-9.629967981568628,0.1229941122789506,-9.74508302,-120.197132,76.936338,60.74124294858614,12.407677423497155,78.35290994,-1.39307208,2.5958274849402594,Turn Right
-12.855716,2.8241598759169007,-0.43280996,0.854573,0.6192768978999575,0.0120123921568627,0.0221247120972831,-0.0775290196078431,0.0110129531427466,-88.45015917999999,-78.313006,83.800969,120.40609934,112.466804,0.435755,-9.688423819999999,0.0626414944320195,-9.68290528,-100.668743,80.619098,61.95068086815478,27.932207827664797,82.85299036,-1.4365896,3.3649554322760693,Moving Forward
-12.486584,1.6033338133236836,-0.46954058,0.930315,0.3442426949035955,0.01165738,0.0084159253593424,0.06796678,0.0051943047837126,-93.88496686,-88.150401,83.467403,124.96468782,120.917266,0.306504,-9.710588733333333,0.0144304722094812,-9.7037779,-99.037008,81.785503,9.09976445200228,3.864597152256907,82.56151328,-1.14701378,1.5819839069179322,Moving Forward
-13.10869,1.977057266027225,-0.53544252,1.107247,0.4858343009359691,-0.00188616,0.0092372098966677,-0.0529361999999999,0.0077843829562861,-94.89873214,-88.93865,84.886806,127.22250022,121.568489,0.293839,-9.716700013333332,0.025439743876653,-9.76341686,-103.784286,83.488475,21.417426647104566,18.79353298267989,84.21717712,-1.1459659,2.985355267313159,Turn Right
-15.8691,4.006587777969341,-0.56533238,1.394799,0.6653510641960769,-0.064644,0.0135184022037551,0.0375525,0.0082589555851938,-96.01570712,-91.433699,84.343571,124.530651,122.480345,0.585729,-9.74109628,0.0688340056289082,-9.75609408,-101.211935,76.58635,9.37884299810377,1.5992372973987008,80.16526221999999,-1.01725158,0.9552180548383977,Turn Left
-13.140125,2.658044981514657,-0.59735678,0.911604,0.6245443621763792,0.11307832,0.0134000495372424,0.3022373,0.0089300157487853,-84.06937765999999,-73.317009,82.465398,124.50462032,119.802814,0.725434,-9.767458453333333,0.0449597448792755,-9.78286442,-91.401964,76.143161,33.742209575988205,3.66783568515062,78.33872876000001,-1.0428902599999998,1.5406955135371179,Moving Forward
-15.113022,4.348476638924975,-0.8528382549019607,0.505199,0.6087379382148739,-0.0364207,0.0183159079417653,-0.13869404,0.0089718457756689,-87.54677231372548,-68.123986,85.753273,129.9984388627451,113.521898,0.247848,-9.767588781045752,0.0262224688128555,-9.763807843137256,-111.540801,82.847779,224.1056426223764,162.86739171924825,84.70998394117647,-0.925091,5.099057513663584,Moving Forward
-13.510155,2.195516215097266,-0.9306926,0.465981,0.3029987031692654,-0.00027484,0.0044921116824228,-0.06729972,0.0052539988854795,-102.11657162,-97.894861,84.55836,140.06021182,136.957084,0.2377,-9.716286467712417,0.0262235055881649,-9.60218714,-108.93042,83.908444,6.386700183491447,8.317419983632186,84.24747638000001,-0.7994994,2.23188576458363,Moving Forward
-14.527889,4.224467091922939,-0.67724574,1.983825,0.7836696133731762,0.02551372,0.0113931743477159,0.0054886799999999,0.0096833039267857,-91.07329312,-81.198799,85.594238,126.18556304,117.506559,0.54493,-9.711506394379086,0.0412192666872016,-9.7685242,-102.540861,83.462722,55.82726692004746,45.75082795384651,84.32196459999999,-0.88675298,3.8448319658205774,Moving Forward
-13.991105,2.202665187849275,-0.64751444,0.853226,0.4482687008527004,-0.0221835882352941,0.007931195882967,-0.0842117058823529,0.0036486860279984,-92.52178686,-88.068658,86.294595,125.09826642,120.148687,0.171747,-9.676030546666667,0.0129232243804117,-9.6573803,-101.225654,84.947712,11.45659478203522,7.924232301644253,85.88550258,-0.957454,2.1887703073435683,Moving Forward
-13.838423,3.059735736067519,-0.54479512,1.251098,0.5382690224064752,0.00748516,0.0107879259631983,-0.0220429599999999,0.0063306777273779,-94.51813608,-87.656614,85.910185,124.56793924,117.817798,0.241577,-9.726136346666667,0.0183080996394677,-9.75250454,-104.494713,84.881188,22.555592351986416,22.442372232563866,85.2410322,-0.95287944,3.1545451640489017,Moving Forward
-14.05128,4.492914783232432,-0.56542222,2.255959,0.8981385849065427,-0.0186619999999999,0.0172077209000816,-0.0049834,0.0036813177370628,-95.6639253,-90.716336,85.065676,123.63245058,118.992129,0.570474,-9.731349533333335,0.0407981250507755,-9.78416376,-103.918846,82.807147,19.37618160105195,14.913049784532284,83.77483561999999,-0.8840975,2.7671395137678827,Moving Forward
-14.410234,3.2461253745543357,-0.55346808,1.504072,0.6976885293698708,0.00347164,0.0099610680741534,0.02337928,0.0033689889080493,-91.1078933,-88.75395,83.576582,120.93042782,118.478138,0.475516,-9.733741586666667,0.0392826593992669,-9.66455646,-93.221927,82.844466,1.3461734189086223,1.7376175184617753,83.26003004,-0.95856166,1.0070880233396478,Turn Right
-17.909956,5.89762965881824,-0.6285018431372549,1.264421,0.7680678785110547,-0.00994066,0.0226602911814942,0.04344218,0.0056972397972412,-90.94656194117648,-85.730367,83.072688,121.78117992156862,117.754395,0.365568,-9.726204406666668,0.0362394411106404,-9.729893,-95.779952,81.029317,6.425844547923836,5.387253844818562,81.98465729411764,-0.879045568627451,1.8543044177725465,Moving Forward
-14.000536,3.0360283054557256,-0.5180696,1.796115,0.4307288759078366,0.04679194,0.0113361815420575,0.05845256,0.0064337448593571,-83.43239602,-80.175392,86.720205,118.52804414,115.533734,0.476729,-9.685166746666667,0.0313144010884555,-9.66105078,-87.188106,81.549234,3.2986936407231444,2.697475691400829,84.02412458,-0.959852,1.3076503412474214,Moving Forward
-20.007843,8.134809545633756,-0.6348537799999999,2.152524,1.2475188670849506,-0.01757668,0.0239451939285485,-0.11388014,0.012455238741422,-84.38666772,-74.267642,87.519411,115.76644364,106.406676,0.450932,-9.700576686666667,0.058689005335633,-9.71078628,-94.731329,85.76915,26.735348672470646,19.51852319999053,86.65380230000001,-0.90245834,3.021328048901312,Moving Forward
-12.465478,1.5862929461810351,-0.59716218,0.618963,0.303750680067416,-0.0133031764705882,0.0067104979197082,0.0025338431372549,0.0032735403496901,-95.0484646,-87.548727,85.787354,122.93305292,115.911272,0.265674,-9.727093406666667,0.0199443351584149,-9.80944316,-102.147275,83.529152,24.230833114772366,22.67019393559377,84.54804618,-0.86160528,3.164216616800049,Moving Forward
-19.848724,7.522344426378156,-0.84529212,1.333577,0.925915768422026,-0.01018446,0.0255371385984575,-0.0157293199999999,0.0109790788978775,-95.88111394,-87.776584,84.302229,123.94536826,116.216004,0.591912,-9.822867233333334,0.0617343971495281,-9.94837226,-104.869414,82.784267,16.534011127386076,16.062461144745594,83.72034012,-0.7873956400000001,2.8368807957115583,Moving Forward
-14.954652,5.920688159370133,-0.6965644999999999,1.320404,0.5104018085536428,0.02178794,0.017301788958384,0.0096299399999999,0.0050867091149669,-88.36542052,-79.406545,84.95881,116.08694048,106.787012,0.324423,-9.820025173333335,0.0333164868859759,-9.7022601,-93.898588,83.791962,16.964447952385957,20.942072312455483,84.52495762000001,-0.81167506,3.0884059040081113,Moving Forward
-16.66739,10.841135736688104,-0.64443996,1.594784,1.1176873286913045,-0.02422606,0.0319338750587514,-0.0296496399999999,0.0152967508070187,-86.78413564,-76.887579,85.339563,113.0469267,103.713489,0.755573,-9.82709346,0.072048271786684,-9.83064802,-96.33145,84.005158,35.712805397692705,29.10200377173458,84.70415196,-0.8486692600000001,3.4045917400286343,Moving Forward
-15.767162,4.314321013920499,-0.66850986,0.650547,0.4088751995128982,-0.01002882,0.0109996571803546,0.02053692,0.0063428148708493,-93.71379162,-92.150195,84.299363,119.81951106,117.945422,0.422144,-9.720139860000002,0.0382448423399934,-9.62751146,-95.514937,82.608425,1.0156243330448134,0.7740105252425186,83.20933790000001,-0.83230824,0.5732428169264493,Moving Forward
-17.388291,5.484166276524579,-0.768264137254902,0.971031,0.6725017623041607,0.00776836,0.0160751778519493,0.00125958,0.0054309223357832,-94.64401439215686,-91.936491,84.155019,121.86334064705882,118.509854,0.48636,-9.769550597908497,0.0454488990864526,-9.850492313725493,-97.622356,82.899789,2.102437950757411,2.901758644387599,83.60937547058823,-0.8270184117647059,1.3614273859535708,Moving Forward
-14.052029,3.709353586919816,-0.67715576,1.236129,0.9512119021955736,-0.0041251,0.0092511610427857,0.0017359199999999,0.0035895621137669,-91.720988,-87.907029,84.451239,118.45193804,113.567373,0.530315,-9.73751125124183,0.0245284897401567,-9.73452998,-95.009393,83.318179,3.117799463911473,4.853123610261744,83.9792942,-0.8526838800000001,1.7669754692150281,Moving Forward
