Timestamp,X,Y,Z
10-Dec-2024 22:37:46.991,-19.492203,-16.214966,-61.000977
10-Dec-2024 22:37:47.011,-19.53331,-16.10881,-60.954803
10-Dec-2024 22:37:47.031,-19.622375,-16.149506,-60.928131
10-Dec-2024 22:37:47.051,-19.407639,-16.022568,-61.087524
10-Dec-2024 22:37:47.071,-19.138016,-16.123352,-61.256866
10-Dec-2024 22:37:47.091,-18.562408,-15.807449,-61.63739
10-Dec-2024 22:37:47.111,-18.106415,-15.648407,-61.824341
10-Dec-2024 22:37:47.131,-17.923645,-15.255447,-62.36438
10-Dec-2024 22:37:47.151,-18.001892,-14.620697,-62.362
10-Dec-2024 22:37:47.171,-17.994263,-14.250732,-62.410767
10-Dec-2024 22:37:47.191,-17.845169,-14.126495,-62.842194
10-Dec-2024 22:37:47.211,-17.493469,-14.202942,-62.727478
10-Dec-2024 22:37:47.230,-17.238098,-14.157578,-63.07486
10-Dec-2024 22:37:47.250,-17.241364,-14.158279,-63.010803
10-Dec-2024 22:37:47.270,-17.432892,-14.0578,-63.14151
10-Dec-2024 22:37:47.290,-17.187546,-13.81987,-63.581116
10-Dec-2024 22:37:47.310,-16.803558,-13.413895,-63.358521
10-Dec-2024 22:37:47.330,-16.696732,-13.218903,-63.522797
10-Dec-2024 22:37:47.350,-16.925354,-13.173187,-63.725739
10-Dec-2024 22:37:47.370,-16.921524,-13.092041,-63.66626
10-Dec-2024 22:37:47.390,-17.133499,-12.834854,-63.846802
10-Dec-2024 22:37:47.410,-17.943207,-12.2603,-63.928253
10-Dec-2024 22:37:47.430,-18.254974,-11.844788,-63.909943
10-Dec-2024 22:37:47.450,-18.533157,-11.161819,-64.363068
10-Dec-2024 22:37:47.470,-18.347,-10.427109,-64.878235
10-Dec-2024 22:37:47.490,-18.095398,-9.608932,-64.923615
10-Dec-2024 22:37:47.510,-17.825012,-8.815521,-64.848541
10-Dec-2024 22:37:47.530,-17.810425,-8.326202,-65.351105
10-Dec-2024 22:37:47.550,-18.458237,-7.592575,-65.140167
10-Dec-2024 22:37:47.570,-18.808823,-6.680191,-65.00647
10-Dec-2024 22:37:47.590,-19.126053,-5.343277,-65.191956
10-Dec-2024 22:37:47.609,-19.333588,-4.051208,-65.418579
10-Dec-2024 22:37:47.629,-19.870667,-2.846802,-65.498505
