Timestamp,X,Y,Z
10-Dec-2024 22:37:46.991,-30.874945,-9.576894,0.523501
10-Dec-2024 22:37:47.011,-30.956877,-9.543201,0.508715
10-Dec-2024 22:37:47.031,-31.131563,-9.668413,0.622469
10-Dec-2024 22:37:47.051,-31.315829,-9.800322,0.952964
10-Dec-2024 22:37:47.071,-31.419961,-9.824556,1.41611
10-Dec-2024 22:37:47.091,-31.43359,-9.657329,1.912725
10-Dec-2024 22:37:47.111,-31.431566,-9.326494,2.318284
10-Dec-2024 22:37:47.131,-31.503411,-8.943313,2.516236
10-Dec-2024 22:37:47.151,-31.640881,-8.614427,2.530217
10-Dec-2024 22:37:47.171,-31.741408,-8.412168,2.540387
10-Dec-2024 22:37:47.191,-31.70782,-8.348395,2.769703
10-Dec-2024 22:37:47.211,-31.567871,-8.355521,3.062155
10-Dec-2024 22:37:47.231,-31.425289,-8.349967,3.221915
10-Dec-2024 22:37:47.250,-31.374309,-8.285558,3.244731
10-Dec-2024 22:37:47.270,-31.458206,-8.170735,3.319893
10-Dec-2024 22:37:47.290,-31.658847,-8.016669,3.578376
10-Dec-2024 22:37:47.310,-31.895892,-7.873454,3.87345
10-Dec-2024 22:37:47.330,-32.113401,-7.801792,4.059852
10-Dec-2024 22:37:47.350,-32.277433,-7.785601,4.098169
10-Dec-2024 22:37:47.370,-32.399105,-7.709035,3.897115
10-Dec-2024 22:37:47.390,-32.513576,-7.486678,3.411991
10-Dec-2024 22:37:47.410,-32.656276,-7.134546,2.957514
10-Dec-2024 22:37:47.430,-32.889412,-6.712738,2.738355
10-Dec-2024 22:37:47.450,-33.358714,-6.284893,2.817999
10-Dec-2024 22:37:47.470,-34.208465,-5.933893,3.130657
10-Dec-2024 22:37:47.490,-35.401412,-5.787598,3.425741
10-Dec-2024 22:37:47.510,-36.782663,-5.880438,3.534618
10-Dec-2024 22:37:47.530,-38.170553,-6.028252,3.334912
10-Dec-2024 22:37:47.550,-39.474077,-5.976442,2.870287
10-Dec-2024 22:37:47.570,-40.676465,-5.659878,2.498568
10-Dec-2024 22:37:47.590,-41.818426,-5.186635,2.261516
10-Dec-2024 22:37:47.609,-42.973593,-4.691293,1.962835
10-Dec-2024 22:37:47.629,-44.229784,-4.248052,1.446932
10-Dec-2024 22:37:47.649,-45.471485,-3.731947,0.888371
10-Dec-2024 22:37:47.669,-46.47068,-2.927746,-0.045333
