Timestamp,latitude,longitude,altitude,speed,course,hacc,X_mean_x,X_max_x,X_min_x,X_var_x,Y_mean_x,Y_max_x,Y_min_x,Y_var_x,Z_mean_x,Z_max_x,Z_min_x,Z_var_x,X_mean_y,X_max_y,X_min_y,X_var_y,Y_mean_y,Y_max_y,Y_min_y,Y_var_y,Z_mean_y,Z_max_y,Z_min_y,Z_var_y,X_mean,X_max,X_min,X_var,Y_mean,Y_max,Y_min,Y_var,Z_mean,Z_max,Z_min,Z_var
2024-12-10 22:37:46.999,51.07762,-114.12981,1106.692,0.0,148.711,5.564,0.121248,0.121248,0.121248,,1.392404,1.392404,1.392404,,9.840387,9.840387,9.840387,,-0.134119,-0.134119,-0.134119,,-0.007039,-0.007039,-0.007039,,0.030052,0.030052,0.030052,,-30.874945,-30.874945,-30.874945,,-9.576894,-9.576894,-9.576894,,0.523501,0.523501,0.523501,
2024-12-10 22:37:47.999,51.07762,-114.12982,1106.786,0.0,148.711,5.267,-0.08568188000000002,2.628684,-1.385519,0.6896244104810871,0.67450326,1.898801,-1.289419,0.6488269124339514,9.584422140000001,11.656111,7.59326,0.8675602154812655,-0.1804607,1.095849,-0.819412,0.12187830603441838,0.06102832,0.995042,-0.917982,0.17029818556712,0.35562552000000003,1.238218,-0.135711,0.17024148707392814,-39.4744946,-30.956877,-51.027298,66.43764292316769,-4.53088072,3.466204,-9.824556,19.795226510988773,1.3409790000000001,4.098169,-3.285511,4.830688891709059
2024-12-10 22:37:48.999,51.07762,-114.12982,1106.901,0.0,148.711,4.978,-6.3009731,1.475182,-18.506166,31.73567337240511,-2.45768516,3.904481,-6.301895,4.859066979238993,5.69652996,19.00448,-2.351011,21.282698963824856,-0.56211964,1.972607,-3.142059,1.814722680415255,1.33296968,5.06282,-1.409085,2.5654255965246295,-0.0031687600000000066,1.566313,-2.242862,1.0300173066807574,-55.72153602,-47.005861,-64.109286,25.912506406378817,12.545091520000001,31.730968,-8.37674,206.18252163739524,48.10755778,89.94164,-0.072174,1209.9285427386383
2024-12-10 22:37:49.999,51.07762,-114.12982,1106.773,0.16,164.531,4.646,-6.52852084,-0.487386,-11.936029,6.617928754350952,-6.3250639,-0.46179,-11.821068,6.893421498401808,0.34742149999999994,4.424948,-1.608705,0.9089224333811528,-0.27381704,0.754623,-1.774984,0.3929905420737535,-0.35874128,1.656861,-2.736588,0.7845153245950628,-1.16749784,0.91368,-3.821222,1.0309237142281373,-71.06391492,-60.010225,-93.782793,78.58976309771548,44.52597308,82.017635,15.212164,259.07847921575444,85.89836608,92.580924,75.706303,22.230034764500413
2024-12-10 22:37:50.999,51.07762,-114.12981,1106.89,0.0,177.188,4.573,-1.06021832,1.097518,-3.089276,0.5836050751383037,-10.009092,-6.735693,-21.012105,4.394667206525795,-0.62747116,1.174009,-2.210902,0.2796052980641778,-0.1430032,0.276614,-1.584487,0.10574485083865302,-0.38918115999999997,0.458702,-0.677733,0.04521302658474938,-0.02777674,0.419552,-0.81322,0.02209147809721673,-150.75819024,-107.425113,-164.0761,107.12251092945233,82.17795297999999,84.035616,81.700362,0.22704615136034978,124.81711686,131.05881,91.893812,36.98585872185945
2024-12-10 22:37:52.000,51.07763,-114.12981,1107.429,0.0,177.188,5.229,-1.7535973599999999,-0.991388,-3.028802,0.14933039226721473,-9.60992006,-9.115893,-9.887389,0.028683766875486242,-0.27837609999999996,0.342039,-0.94229,0.08602150439837751,0.03021258,0.273046,-0.111312,0.006054556580820002,0.0888819,0.442533,-0.134478,0.01674982432796939,0.0185624,0.116917,-0.089847,0.0017799452526530617,-124.47890498000001,-120.407544,-130.992877,9.615668693594257,79.97221044,80.436522,79.761512,0.04235287313526704,101.71042987999999,105.778587,98.227929,5.1380585776554035
2024-12-10 22:37:53.000,51.07763,-114.12981,1107.429,0.0,0.0,5.229,-1.5903947,-0.942141,-2.059417,0.055150126251275515,-9.65659902,-9.34357,-9.878557,0.011292536969611891,-0.3055386,0.147892,-1.221011,0.056628613914775514,-0.03787974,0.006564,-0.0854,0.0005442014879922448,-0.07227408,0.098719,-0.222744,0.008164340878075101,-0.015170300000000001,0.034361,-0.053744,0.0003400047348673469,-127.02890305999999,-121.795187,-134.268066,17.612371127326995,80.30454104,80.607516,80.00665,0.04110301248346897,102.96158713999999,108.223529,100.138836,5.696082696373113
2024-12-10 22:37:54.000,51.07763,-114.12981,1107.791,0.0,0.0,5.405,-1.51345476,-0.895139,-2.334695,0.08051668895965551,-9.67153494,-9.424552,-9.907747,0.011916301026180003,-0.52180886,0.033081,-1.176254,0.061607861678735124,-0.013080960784313724,0.053164,-0.114327,0.0015667017569184305,-0.048262372549019605,0.250116,-0.297354,0.029870210080518437,-0.010920490196078431,0.057594,-0.054688,0.0008651144382949022,-137.27531692,-134.904399,-139.214935,0.6438242182284931,80.54212566,81.076942,80.182523,0.05047241865050932,112.41291952,114.707512,108.956233,2.253188407545931
2024-12-10 22:37:55.000,51.07763,-114.12981,1108.43,0.0,0.0,5.117,-1.3424054799999998,-0.128283,-1.885329,0.1290319667669485,-9.7259528,-9.381441,-10.031689,0.023543253833959058,-0.36235439999999997,0.394879,-1.027613,0.10741215191175504,-0.016011659999999997,0.079004,-0.130703,0.003590681661086122,-0.23639644,0.282745,-0.564912,0.03097382881531265,-0.030430000000000002,0.026178,-0.079184,0.0010536718363673464,-140.54574794,-134.234796,-148.107267,20.975170912481957,81.90148898000001,82.833422,81.128947,0.30505811752769635,103.16552981999999,109.798792,100.525015,5.820984459309091
2024-12-10 22:37:56.000,51.07763,-114.12981,1108.722,0.0,0.0,5.217,-1.0259424799999999,0.290695,-2.193539,0.3622831010092749,-9.72253088,-9.300011,-10.107431,0.03404362324492399,0.12205326,0.906814,-0.632884,0.1875388399801147,0.11966916,0.261002,0.009715,0.004242948171973877,0.34387320000000005,0.657747,-0.000691,0.03364508698848979,-0.028405040000000003,0.060897,-0.149182,0.002994208095916736,-112.51796417999999,-81.606755,-147.44712,450.1272872290303,84.21232287999999,84.804487,82.862962,0.2658691278393453,81.69219388,104.677588,58.463958,236.53748039756817
