Accel_magnitude,Gyro_magnitude,Accel_Y_rolling_mean,Gyro_X_rolling_var,Yaw_var_log,Pitch_var_log,Accel_X_mean,Gyro_Y_mean,Roll_mean,Pitch_mean,Yaw_var,Accel_Y_var,Label
9.60850892646893,0.4034352867087642,-9.675102578290456,,1.7631351566250812,3.034723465705341,-0.08568188,0.06102832,-39.4744946,-4.53088072,4.830688891709059,0.6488269124339514,Stop
8.84267674054556,1.4466501645224976,-9.675102578290456,,7.099142734990187,5.333600151795366,-6.3009731,1.33296968,-55.72153602,12.54509152,1209.9285427386385,4.859066979238993,Stop
9.09663231069937,1.2516877740774917,-2.7027486,0.03958289031114654,3.1454460433158693,5.56098342860757,-6.52852084,-0.35874128,-71.06391492,44.52597308,22.230034764500413,6.893421498401808,Turn Right
10.084627192274358,0.41555196762163593,-6.26394702,0.04598154003009654,3.637213951567087,0.20460977819203596,-1.06021832,-0.3891811599999999,-150.75819024,82.17795297999999,36.98585872185945,4.394667206525795,Stop
9.772571847453493,0.09569406894696453,-8.64802532,0.02325832950231637,1.814508499595376,0.04148053584416696,-1.75359736,0.0888819,-124.47890498,79.97221044,5.138058577655404,0.0286837668754862,Stop
9.791456161927245,0.08299732130860611,-9.758537026666666,0.007615202054393691,1.901522683226371,0.04028074005260965,-1.5903947,-0.07227408,-127.02890306,80.30454104,5.696082696373113,0.0112925369696118,Stop
9.80313306512678,0.051182274717169005,-9.646018006666667,0.001187645694535582,1.1796355639037688,0.04923998550893671,-1.51345476,-0.0482623725490196,-137.27531692,80.54212566,2.253188407545931,0.01191630102618,Stop
9.824841528073684,0.23888414556146081,-9.684695586666667,0.0001836302285612171,1.9200038103103756,0.266247574287007,-1.3424054799999998,-0.23639644,-140.54574794,81.90148898000001,5.820984459309091,0.023543253833959,Stop
9.777272711911985,0.36520724504142466,-9.706672873333334,0.006006744747002458,5.470325423223947,0.2357589438439866,-1.02594248,0.3438732,-112.51796418,84.21232287999999,236.53748039756815,0.0340436232449239,Stop
9.786974064672869,0.07017879417785111,-9.724850086666669,0.004602394240088069,3.500799167424433,0.06903576991807156,-0.74089924,0.04255014,-66.84222064000001,83.39671182000001,32.1419273268599,0.0210711792439628,Stop
9.79332268127888,0.2159134137932389,-9.726842480130719,0.005113058190929675,1.7490796323405398,0.4688173523669105,-0.5058304509803921,0.20881184,-43.40223358823529,83.82889094117647,4.749308762356844,0.0565149458194992,Stop
9.846364966470038,0.09755006481181028,-9.74875990013072,0.001394153230081543,4.4048349711953865,0.8875719707937625,-0.78833568,-0.0666602199999999,-50.85089064,84.81437104000001,80.84563484131284,0.035837622085633,Stop
9.749435242496643,0.4082739472059538,-9.73195186013072,0.0012612342167235518,4.496970621097554,0.44442121644726545,-0.3983306199999999,-0.4023239199999999,-60.22628092,81.91537819999999,88.74484793507443,0.0848843232794778,Stop
9.79378550948371,0.23871212887976004,-9.721263533333333,0.012382434174171652,6.300279850897734,1.2905964400805865,-1.30856984,-0.1187809411764705,-139.32871613999998,82.58216399999999,543.7243303903377,0.0388976280505306,Stop
9.813499304725884,0.07855931145289399,-9.674155493333334,0.011690392191574885,3.1617846089587434,0.1375247056823408,-1.32043718,-0.07786848,-55.80848804,79.73826176,22.61269778222429,0.0163022771564281,Stop
